Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
URI/Set/query/isEmpty,2.5670605343756677e-9,2.4953902982986207e-9,2.637086583562413e-9,2.2495685400970288e-10,2.0328934638491676e-10,2.4209967941926533e-10
URI/Set/query/stringCount,3.744882465638532e-9,3.6500598606629674e-9,3.926450222832074e-9,4.374323090986838e-10,1.995091166914531e-10,8.223461554669548e-10
URI/Set/query/enumerate10,7.983282468854175e-8,7.798120997282436e-8,8.412624155447912e-8,9.605762568095032e-9,2.9934605541631912e-9,1.7729427727705953e-8
URI/Set/query/member,1.5411676969520816e-4,1.526275075064494e-4,1.570552983850691e-4,6.904843805417129e-6,3.841541790056892e-6,1.034512001425585e-5
URI/Set/query/eqv1,1.8889779887141616e-2,1.865796885159296e-2,1.9056024780209128e-2,4.3411139672434363e-4,3.1188207685307873e-4,6.245328004549572e-4
URI/Set/query/eqv3,5.004969454156409e-9,4.935109064182875e-9,5.053020056430559e-9,2.0305502937621742e-10,1.7919800695324566e-10,2.2757036527820045e-10
URI/Set/combine/union,3.0848437221207885e-2,3.075244510726963e-2,3.0965134465585766e-2,2.2782671846579498e-4,1.591662789860191e-4,3.0572519205700866e-4
URI/Set/combine/intersection,2.9306993886036484e-2,2.9167756935954362e-2,2.959255538797969e-2,4.25831694245856e-4,1.0336850107285872e-4,7.302765082373299e-4
URI/Set/combine/difference,2.9311056096045153e-2,2.919140205965613e-2,2.937500193081999e-2,2.0582332701779305e-4,1.606124156353283e-4,2.6778635202436756e-4
URI/Set/combine/append,0.25899205069382636,0.252047341997968,0.2631367809914324,6.719998738063169e-3,5.27088460738554e-3,7.869893782174061e-3
URI/Set/combine/prefixes,1.5175017862272095,1.437567979061896,1.5906132026266278,9.460082280019426e-2,2.872849112269045e-2,0.12739043173860928
URI/Set/combine/suffixes,2.866861667317304,2.671592064012657,2.937625530001848,0.1333160888244039,2.7902089977803746e-3,0.1634221406792761
URI/Set/combine/reverse,8.161541622213715e-2,7.873011276775893e-2,8.409846352391469e-2,4.543751585367008e-3,2.2652295709499146e-3,6.694086287153861e-3
